"Category","Min-Temperature","Mean-Temperature","Max-Temperature","Precipitation"
"Jan",19,95,25,17,30,44,102,54
"Feb",20,24,25,44,30,68,116,38
"Mar",20,72,25,55,30,43,181,59
"Apr",20,87,25,36,29,91,242,64
"May",20,58,24,92,29,3,299,06
"Jun",20,45,24,59,28,78,280,73
"Jul",19,93,24,4,28,92,262,96
"Aug",19,96,24,63,29,34,233,81
"Sep",20,12,24,93,29,78,234,08
"Oct",20,46,25,29,58,235,6
"Nov",20,6,25,02,29,48,220,74
"Dec",20,37,25,05,29,79,152,06
